Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,audit_deal_close_date_parsed,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean,is_off_market_release,CAR_ANN_INTRADAY_15M,CAR_ANN_INTRADAY_30M,CAR_ANN_INTRADAY_M60_P180,CAR_ANN_INTRADAY_1H,CAR_ANN_INTRADAY_3H,CAR_ANN_INTRADAY_FULL,CAR_ANN_INTRADAY_TO_CLOSE,CAR_ANN_NEXT_OPEN_1H,CAR_ANN_NEXT_DAY,CAR_INTRADAY_PRE_4_0,CAR_INTRADAY_PRE_4_0_prevday,ratio_1h_vs_day,CAR_CLOSE_INTRADAY_15M,CAR_CLOSE_INTRADAY_30M,CAR_CLOSE_INTRADAY_M60_P180,CAR_CLOSE_INTRADAY_1H,CAR_CLOSE_INTRADAY_3H,CAR_CLOSE_INTRADAY_FULL,CAR_CLOSE_INTRADAY_TO_CLOSE,CAR_CLOSE_NEXT_OPEN_1H,CAR_CLOSE_NEXT_DAY,CAR_ANN_1_1,CAR_ANN_3_3,CAR_ANN_5_5,CAR_ANN_10_10,BHAR_ANN_60,BHAR_ANN_120,BHAR_ANN_250,ANN_MODEL_TYPE,ANN_ESTIMATION_OBS,ANN_ROE,ANN_ROA,ANN_P_B,ANN_P_E,ANN_TOTAL_ASSETS,ANN_MARKET_CAP,ANN_LIQUIDITY_60D,ANN_VOLATILITY_60D,Volume_bln_avg_pre,CAR_CLOSE_1_1,CAR_CLOSE_3_3,CAR_CLOSE_5_5,CAR_CLOSE_10_10,BHAR_CLOSE_60,BHAR_CLOSE_120,BHAR_CLOSE_250,CLOSE_MODEL_TYPE,CLOSE_ESTIMATION_OBS,CLOSE_PANEL_ROLE,CLOSE_EVENT_TRADE_DATE,CLOSE_ROE,CLOSE_ROA,CLOSE_P_B,CLOSE_P_E,CLOSE_TOTAL_ASSETS,CLOSE_MARKET_CAP,CLOSE_LIQUIDITY_60D,CLOSE_VOLATILITY_60D,DAYS_CREATE_TO_ANNOUNCEMENT,DIFF_CAR_ANN_MINUS_CREATE_1_1,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,CAR_ACT_1_1,CAR_ACT_3_3,CAR_ACT_5_5,CAR_ACT_10_10,BHAR_ACT_60,BHAR_ACT_120,BHAR_ACT_250,ACT_MODEL_TYPE,ACT_ESTIMATION_OBS,ACT_ROE,ACT_ROA,ACT_P_B,ACT_P_E,ACT_TOTAL_ASSETS,ACT_MARKET_CAP,ACT_LIQUIDITY_60D,ACT_VOLATILITY_60D,CAR_CREATE_1_1,CAR_CREATE_3_3,CAR_CREATE_5_5,CAR_CREATE_10_10,BHAR_CREATE_60,BHAR_CREATE_120,BHAR_CREATE_250,CREATE_MODEL_TYPE,CREATE_ESTIMATION_OBS,CREATE_ROE,CREATE_ROA,CREATE_P_B,CREATE_P_E,CREATE_TOTAL_ASSETS,CREATE_MARKET_CAP,CREATE_LIQUIDITY_60D,CREATE_VOLATILITY_60D,deal_type
ПАО Совкомбанк,SVCB,Finex Investment Management,24.01.2022,,20.01.2022,,Завершена,,"90,10%",Консолидация,Рыночная,Вертикальная,Импортная,9.2021,,,30.09.2021,24.01.2022,Финансы / Инвестиции / Страхование / Консалтинг,Великобритания,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2022-01-24,,2021-09-30,2022-01-24,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.035484+03:00,2022-01-20,46,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Finex Investment Management,finex investment management,2022-01-24,2022-01-20,2021-09-30,2022-01-24,,,,90.1,Завершена,Консолидация,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,FinEx London,24.01.2022,,20.01.2022,,Завершена,,"90,10%",Консолидация,Рыночная,Вертикальная,Импортная,9.2021,,,30.09.2021,24.01.2022,Финансы / Инвестиции / Страхование / Консалтинг,Великобритания,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2022-01-24,,2021-09-30,2022-01-24,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.036418+03:00,2022-01-20,47,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,FinEx London,finex london,2022-01-24,2022-01-20,2021-09-30,2022-01-24,,,,90.1,Завершена,Консолидация,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,Jivo (ООО Живой сайт),07.06.2021,,13.08.2021,11:26,Завершена,"20,60—27,40","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,8.2021,,6.2021,13.08.2021,08.06.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",4.185069,,4.461206,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-07,,2021-08-13,2021-06-08,0.0,2021-06-07,2021-06-07T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.037073+03:00,2021-08-13,48,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Jivo (ООО Живой сайт),jivo ооо живой сайт,2021-06-07,2021-08-13,2021-08-13,2021-06-08,,11:26,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,0.0001807249364701,-0.0006061401615632,0.0129342202675722,0.0016943051915846,0.0129342202675722,0.0290743051845713,0.0239455143257329,0.0016444591670171,0.0051287908588383,,,7.075668405100317,,,,,,,,,,0.0048680810935388,0.0097639762118866,0.0146178115991927,0.0245894935948073,,,,mean_adjusted,0.0,16.1,2.3,1.346138790882061,8.91218130311615,36016.0,6791.2702,15.551234553656666,0.2256882846689591,13.714315529128749,-0.0016278590532233,0.0243264546526025,0.0314853118495164,0.0783585354306696,,,,mean_adjusted,0.0,actualization_daily,2021-08-13,16.1,2.3,1.406385561942517,9.311048158640228,36016.0,7095.21516,10.029526915837495,0.1600625258991857,-1,-0.0113689185005891,0.0618115101454294,0.0636587205733452,-0.0016278590532233,0.0243264546526025,0.0314853118495164,0.0783585354306696,,,,mean_adjusted,0.0,16.1,2.3,1.406385561942517,9.311048158640228,36016.0,7095.21516,10.029526915837495,0.1600625258991857,0.016236999594128,-0.0025318378688127,0.0091784184435576,0.0326967796944971,,,,mean_adjusted,0.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027915,0.2269802511451319,Рыночная
Сбер (Сбербанк),SBER,Gosu Data Lab.,28.04.2021,16:56,02.08.2021,,Завершена,,"75,60%",Поглощение,Рыночная,Вертикальная,Внутренняя,8.2021,4.2021,,02.08.2021,08.06.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",4.185069,,4.461206,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-04-28,16:56,2021-08-02,2021-06-08,0.0,2021-04-28,2021-04-28T16:45:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.039095+03:00,2021-08-02,49,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Gosu Data Lab.,gosu data lab,2021-04-28,2021-08-02,2021-08-02,2021-06-08,16:56,,,75.6,Завершена,Поглощение,Рыночная,Вертикальная,0,7.803693160702901e-05,0.0003231868356024,0.0022454877303224,-0.0015237614443408,-0.002121718921501,-0.0323104173518613,-0.0043231950246301,-0.0049751340950649,-0.0209329210690338,,,13.39276591670443,,,,,,,,,,0.0069489966722987,0.0307886879455078,0.0833737437553537,0.0690038687443651,,,,mean_adjusted,0.0,16.1,2.3,1.276820773042616,8.453257790368273,36016.0,6441.5608,17.118564465664587,0.2310579488638353,16.12924338437125,0.0221865304150632,0.0526330466386617,0.0990082089932571,0.0987162372503298,,,,mean_adjusted,0.0,actualization_daily,2021-08-02,16.1,2.3,1.31152257086224,8.68300283286119,36016.0,6616.63137,10.539045436312083,0.1845829175246995,-41,-0.0092880029218292,-0.0152043690402865,0.0170662356119628,0.0221865304150632,0.0526330466386617,0.0990082089932571,0.0987162372503298,,,,mean_adjusted,0.0,16.1,2.3,1.31152257086224,8.68300283286119,36016.0,6616.63137,10.539045436312083,0.1845829175246995,0.016236999594128,-0.0025318378688127,0.0091784184435576,0.0326967796944971,,,,mean_adjusted,0.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027915,0.2269802511451319,Рыночная
Сбер (Сбербанк),SBER,InSales,14.04.2021,,12.04.2021,,Завершена,,"80,00%",Поглощение,Рыночная,Вертикальная,Внутренняя,7.2021,,4.2021,01.07.2021,14.04.2021,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",4.24422,,4.116027,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-04-14,,2021-07-01,2021-04-14,0.0,2021-04-14,2021-04-14T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.041050+03:00,2021-04-12,50,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,InSales,insales,2021-04-14,2021-04-12,2021-07-01,2021-04-14,,,,80.0,Завершена,Поглощение,Рыночная,Вертикальная,0,-0.0003113089492181,-0.0036915834156775,-0.0018600712999637,-0.0040671279463814,-0.0018600712999637,-0.0367166476986119,-0.0272269155026461,0.0030943546801742,-0.0094897321959658,,,14.937894621174388,,,,,,,,,,0.0073274982971766,0.0150726718596707,0.0227791682905873,0.0167208930947818,,,,mean_adjusted,0.0,16.1,2.3,1.233603984142716,8.167138810198301,36016.0,6223.5321,17.934359686686253,0.2441969571374751,16.35424403008125,0.0092335444967482,0.0052989995260368,-0.0123722544561303,0.0219377910816468,,,,mean_adjusted,0.0,announcement_daily,2021-04-12,16.1,2.3,1.203223865213082,7.96600566572238,36016.0,6070.264399999999,18.03138965489708,0.2492141060413513,0,0.0,0.0324328779590654,0.0463406434189866,0.0092335444967482,0.0052989995260368,-0.0123722544561303,0.0219377910816468,,,,mean_adjusted,0.0,16.1,2.3,1.203223865213082,7.96600566572238,36016.0,6070.264399999999,18.03138965489708,0.2492141060413513,0.0073274982971766,0.0150726718596707,0.0227791682905873,0.0167208930947818,,,,mean_adjusted,0.0,16.1,2.3,1.233603984142716,8.167138810198301,36016.0,6223.5321,17.934359686686253,0.2441969571374751,Рыночная
Яндекс,YDEX,Яндекс Банк (Банк Акрополь),29.04.2021,11:26,16.07.2021,19:37,Завершена,"14,70","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,7.2021,,4.2021,16.07.2021,29.04.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2021-04-29,11:26,2021-07-16,2021-04-29,0.0,2021-04-29,2021-04-29T11:15:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.042986+03:00,2021-07-16,51,Яндекс,яндекс,YDEX,YDEX,Яндекс Банк (Банк Акрополь),яндекс банк банк акрополь,2021-04-29,2021-07-16,2021-07-16,2021-04-29,11:26,19:37,14.7,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,0.005111594758517,0.0044463056171204,0.0036241792191833,0.0045088332412807,0.0004141408796126,-0.0227454381394895,0.0145435542962982,-0.0077834739427451,-0.0388016692479855,,,28.08151683177365,,,,,,,,,,0.0469654316755416,0.0815806632152267,0.0422652058005105,0.00111692477436,,,,mean_adjusted,0.0,6.3,4.0,9.47,89.50628366247756,324.8,1824.693,5.030538634783334,0.3235234525373322,4.9333160403625,-0.013354512682341,-0.0246771210554884,-0.0293063272663863,-0.0378252420719386,,,,mean_adjusted,0.0,actualization_daily,2021-07-16,6.3,4.0,9.47,92.45960502692998,324.8,1884.9,3.2539485916666675,0.2435603636817877,0,0.0,-0.07069509580465,-0.0332501127178512,-0.013354512682341,-0.0246771210554884,-0.0293063272663863,-0.0378252420719386,,,,mean_adjusted,0.0,6.3,4.0,9.47,92.45960502692998,324.8,1884.9,3.2539485916666675,0.2435603636817877,0.0469654316755416,0.0815806632152267,0.0422652058005105,0.00111692477436,,,,mean_adjusted,0.0,6.3,4.0,9.47,89.50628366247756,324.8,1824.693,5.030538634783334,0.3235234525373322,Рыночная
ПАО Совкомбанк,SVCB,ГК Национальная факторинговая компания (НФК),13.05.2021,22:31,14.05.2021,12:49,Завершена,,"100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,7.2021,,5.2021,20.07.2021,14.05.2021,Финансы / Инвестиции / Страхование / Консалтинг,"Молдова, Россия",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-05-13,22:31,2021-07-20,2021-05-14,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.048274+03:00,2021-05-14,52,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,ГК Национальная факторинговая компания (НФК),гк национальная факторинговая компания нфк,2021-05-13,2021-05-14,2021-07-20,2021-05-14,22:31,12:49,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,АМК Фарма,29.06.2021,,28.05.2021,00:00,Завершена,,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,5.2021,,,31.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.815248,,4.307931,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-29,,2021-05-31,2021-06-29,0.0,2021-06-29,2021-06-29T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.049898+03:00,2021-05-28,53,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,АМК Фарма,амк фарма,2021-06-29,2021-05-28,2021-05-31,2021-06-29,,00:00,,100.0,Завершена,Полное приобретение,Рыночная,Параллельная,0,0.0001302739466028,-0.0016182988836003,-0.0089571999082954,-0.0040851101043437,-0.0089571999082954,0.0075300095759036,-0.0006567539366074,0.0013396501526952,0.0081867635125111,,,622.0153206002653,,,,,,,,,,-0.0172506279132728,-0.0115660759592074,-0.0173499457858706,-0.0364319691310607,,,,mean_adjusted,0.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.1962118926847572,9.901667820891248,0.0122689485550997,0.0467235716411148,0.0448350990486718,0.0239605449445794,,,,mean_adjusted,0.0,announcement_daily,2021-05-28,16.1,2.3,1.326028007928642,8.779036827195467,36016.0,6689.811299999999,16.47434111305167,0.2373411250377546,0,0.0,0.0237418748279242,0.0241438034573979,0.0122689485550997,0.0467235716411148,0.0448350990486718,0.0239605449445794,,,,mean_adjusted,0.0,16.1,2.3,1.326028007928642,8.779036827195467,36016.0,6689.811299999999,16.47434111305167,0.2373411250377546,-0.0172506279132728,-0.0115660759592074,-0.0173499457858706,-0.0364319691310607,,,,mean_adjusted,0.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.1962118926847572,Рыночная
Сбер (Сбербанк),SBER,Регионы Финанс,29.06.2021,,28.05.2021,00:00,Завершена,,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,5.2021,,,31.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.815248,,4.307931,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-29,,2021-05-31,2021-06-29,0.0,2021-06-29,2021-06-29T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.053834+03:00,2021-05-28,54,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Регионы Финанс,регионы финанс,2021-06-29,2021-05-28,2021-05-31,2021-06-29,,00:00,,100.0,Завершена,Полное приобретение,Рыночная,Параллельная,0,0.0001302739466028,-0.0016182988836003,-0.0089571999082954,-0.0040851101043437,-0.0089571999082954,0.0075300095759036,-0.0006567539366074,0.0013396501526952,0.0081867635125111,,,622.0153206002653,,,,,,,,,,-0.0172506279132728,-0.0115660759592074,-0.0173499457858706,-0.0364319691310607,,,,mean_adjusted,0.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.1962118926847572,9.901667820891248,0.0122689485550997,0.0467235716411148,0.0448350990486718,0.0239605449445794,,,,mean_adjusted,0.0,announcement_daily,2021-05-28,16.1,2.3,1.326028007928642,8.779036827195467,36016.0,6689.811299999999,16.47434111305167,0.2373411250377546,0,0.0,0.0237418748279242,0.0241438034573979,0.0122689485550997,0.0467235716411148,0.0448350990486718,0.0239605449445794,,,,mean_adjusted,0.0,16.1,2.3,1.326028007928642,8.779036827195467,36016.0,6689.811299999999,16.47434111305167,0.2373411250377546,-0.0172506279132728,-0.0115660759592074,-0.0173499457858706,-0.0364319691310607,,,,mean_adjusted,0.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.1962118926847572,Рыночная
ПАО Совкомбанк,SVCB,Септем Капитал / Yango. Доходчивые вложения,29.06.2021,,04.05.2021,11:11,Завершена,,"25,01%",Консолидация,Рыночная,Вертикальная,Внутренняя,5.2021,,,04.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-06-29,,2021-05-04,2021-06-29,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.054669+03:00,2021-05-04,55,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Септем Капитал / Yango. Доходчивые вложения,септем капитал yango доходчивые вложения,2021-06-29,2021-05-04,2021-05-04,2021-06-29,,11:11,,25.01,Завершена,Консолидация,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,Управляющая компания (УК) Восточный Капитал,29.06.2021,,14.04.2021,,Завершена,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,5.2021,,,31.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-06-29,,2021-05-31,2021-06-29,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.055342+03:00,2021-04-14,56,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Управляющая компания (УК) Восточный Капитал,управляющая компания ук восточный капитал,2021-06-29,2021-04-14,2021-05-31,2021-06-29,,,,100.0,Завершена,Полное приобретение,Рыночная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
OZON.ru,OZON,ОНЕЙ БАНК,13.04.2021,09:30,26.05.2021,23:34,Завершена,"8,80","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,5.2021,,4.2021,27.05.2021,13.04.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Услуги / торговля,Россия,58.298729,,53.917663,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_before_open_same_day_open,,1,OZON,МКПАО Озон,TQBR,75e003c2-ca14-4980-8d7b-e82ec6b6ffe1,TCS80A10CW95,0,2021-04-13,09:30,2021-05-27,2021-04-13,1.0,2021-04-13,2021-04-13T09:45:00+03:00,release_before_open_same_day_open,3.12.9,2026-03-29T18:04:43.056003+03:00,2021-05-26,57,OZON.ru,ozon ru,OZON,OZON,ОНЕЙ БАНК,оней банк,2021-04-13,2021-05-26,2021-05-27,2021-04-13,09:30,23:34,8.8,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,1,-0.0002582070339652,0.0044523987029754,0.0084273737484108,0.0085596970565681,0.0084273737484108,-0.0282412859903971,-0.0128978596921407,0.0010851369332343,-0.0153434262982563,,,-66.36525176176318,,,,,,,,,,0.0299106920583415,0.0524680702246143,0.0410509606009835,0.2021219604469905,,,,mean_adjusted,0.0,-28.1,-14.4,8.51,-44.30009149130833,79.2,986.3154,1.7145514228645835,0.6080567821184404,1.2839002868125002,-0.0904645956360296,-0.0240500741825099,0.009626216367549,0.0104281373301438,,,,mean_adjusted,0.0,actualization_daily,2021-05-26,-28.1,-14.4,8.51,-37.03110704483074,79.2,824.47575,1.732923558514583,0.51377388063777,0,0.0,0.0657203499107624,0.1245830823010364,-0.0904645956360296,-0.0240500741825099,0.009626216367549,0.0104281373301438,,,,mean_adjusted,0.0,-28.1,-14.4,8.51,-37.03110704483074,79.2,824.47575,1.732923558514583,0.51377388063777,0.0299106920583415,0.0524680702246143,0.0410509606009835,0.2021219604469905,,,,mean_adjusted,0.0,-28.1,-14.4,8.51,-44.30009149130833,79.2,986.3154,1.7145514228645835,0.6080567821184404,Рыночная
Сбер (Сбербанк),SBER,GOODS.RU (Маркетплейс),28.01.2021,13:25,15.04.2021,12:52,Завершена,"468,00","85,00%",Поглощение,Рыночная,Вертикальная,Внутренняя,4.2021,,1.2021,15.04.2021,02.03.2021,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.690788,,3.631472,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-01-28,13:25,2021-04-15,2021-03-02,0.0,2021-01-28,2021-01-28T13:15:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.058115+03:00,2021-04-15,58,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,GOODS.RU (Маркетплейс),goods ru маркетплейс,2021-01-28,2021-04-15,2021-04-15,2021-03-02,13:25,12:52,468.0,85.0,Завершена,Поглощение,Рыночная,Вертикальная,0,0.0032973323087076,0.0040589711282756,0.0094375388191177,-0.0001536537933449,0.0027986000464665,0.0226299108478339,0.0193717394400286,-0.0030702981112375,-0.0037892681176933,,,-0.5815994264827916,,,,,,,,,,-0.0370763905362097,-0.0011641409087363,-0.0364736526451507,-0.0648270777217475,,,,mean_adjusted,0.0,14.8,1.4,2.828538198019802,19.75223880597015,25200.0,5713.64716,22.82977433393541,0.3034099127568546,19.104338331862504,0.009956347028701,0.0281096622706383,0.0349158785695522,0.0240116329258366,,,,mean_adjusted,0.0,actualization_daily,2021-04-15,16.1,2.3,1.211653278493558,8.021813031161475,36016.0,6112.79079,17.959753720045416,0.2427579131257634,-33,-0.069607205923003,-0.024834734153875,-0.0571047889244653,0.009956347028701,0.0281096622706383,0.0349158785695522,0.0240116329258366,,,,mean_adjusted,0.0,16.1,2.3,1.211653278493558,8.021813031161475,36016.0,6112.79079,17.959753720045416,0.2427579131257634,0.0325308153867933,0.0215147720545858,0.0419055127206436,0.0432607019453852,,,,mean_adjusted,0.0,14.8,1.4,2.983708118811881,20.83582089552239,25200.0,6027.090399999999,19.335562446162083,0.2521944524353555,Рыночная
